registro;data;BRL;quartos;banheiros;casa_m²;lote_m²;nº_pavtos;frente_mar;visao;condicao;padrao;subsolo_m²;construcao;reforma;lat;log
4427100025;2014-05-09;1417500.0;3;2;1500;6337;1;0;0;5;7;0;1953;0;47.7276;-122.312
4038700730;2014-12-30;3260250.0;4;3;1950;6930;1;0;2;4;7;700;1960;0;47.616;-122.113
7852011020;2015-03-27;2771475.0;3;3;2490;5928;2;0;2;3;8;0;1998;0;47.5385;-121.87
126059018;2015-01-08;2073750.0;4;3;1780;10748;2;0;0;4;8;0;1964;0;47.762;-122.11
9407001340;2014-05-22;1680000.0;3;2;1110;10500;1;0;0;5;7;0;1978;0;47.4456;-121.773
192000120;2014-05-20;1680000.0;3;2;1480;7225;1;0;0;4;7;0;1965;0;47.513;-122.185
625069064;2015-05-07;3281250.0;3;3;2570;47480;1;0;0;3;9;0;1979;0;47.6854;-122.079
4180400090;2014-06-13;1575000.0;4;3;2700;10814;1;0;0;4;8;1140;1966;0;47.369;-122.177
4141010110;2014-08-08;8925000.0;4;4;4330;15335;2;0;0;4;11;1100;1988;0;47.5315;-122.231
7922720040;2015-03-17;3570000.0;4;3;2880;9202;1;0;0;3;8;1100;1977;0;47.6658;-122.139
3883100220;2015-01-20;1569750.0;3;2;2010;8065;1;0;0;4;7;920;1984;0;47.4171;-122.202
3649100306;2014-05-06;1994475.0;4;2;1500;11600;1;0;0;4;7;500;1955;0;47.7373;-122.241
1099600090;2014-06-13;1076250.0;3;1;1290;6566;1;0;0;5;7;0;1976;0;47.3004;-122.377
4104910040;2014-07-01;2877000.0;4;3;2440;11005;2;0;0;3;9;0;1994;0;47.5318;-122.176
6147600040;2015-02-24;855750.0;3;2;1290;4811;1;0;0;3;7;0;1996;0;47.3912;-122.234
8121100147;2014-07-14;2047500.0;3;3;1640;2875;2;0;0;3;6;400;1983;0;47.5686;-122.286
6152900332;2014-08-01;2178750.0;4;3;1160;16008;1;0;0;4;7;0;1989;0;47.7643;-122.295
9522600120;2014-10-22;2357250.0;4;3;2230;8440;2;0;0;4;8;0;1968;0;47.7558;-122.217
2207200405;2014-07-16;2415000.0;5;2;1910;12264;1;0;0;4;7;900;1963;0;47.601;-122.134
203900690;2014-12-23;2073750.0;4;2;1980;15354;1;0;0;3;7;0;1977;0;47.638;-121.968
252000300;2015-01-20;1575000.0;3;2;1470;16500;1;0;0;3;7;0;1961;0;47.3617;-122.061
8899100230;2015-03-11;1811250.0;3;2;1520;7439;1;0;0;4;7;0;1969;0;47.457;-122.208
685000265;2015-01-02;4331250.0;3;2;1930;8442;1;0;0;4;7;0;1953;0;47.6313;-122.204
3326059191;2014-06-16;2152500.0;4;2;1580;9581;1;0;0;3;7;0;1953;0;47.692;-122.165
1207000025;2014-08-01;1286250.0;3;1;1370;6000;1;0;0;3;7;0;1955;0;47.4879;-122.339
3288301050;2014-08-19;2530500.0;4;3;3010;15750;1;0;0;4;8;1450;1973;0;47.7336;-122.183
9407001500;2014-08-11;1417500.0;3;2;1390;9000;1;0;0;4;7;0;1978;0;47.4469;-121.772
3882300090;2014-12-26;2493750.0;3;2;1330;14560;1;0;0;3;7;0;1983;0;47.6599;-122.135
2121000300;2015-02-19;2719500.0;4;3;2430;11670;1;0;0;4;7;1100;1978;0;47.7307;-122.228
9324800450;2014-10-09;2940000.0;3;2;2790;6900;1;0;2;3;8;1090;1955;0;47.7328;-122.288
2597520580;2014-10-08;4226250.0;4;3;2910;9000;2;0;0;3;9;0;1989;0;47.5451;-122.142
2473500110;2015-01-12;2204737.5;3;2;1770;16909;1;0;0;5;8;0;1977;0;47.4458;-122.134
6791050100;2014-07-21;4068750.0;3;3;2890;8470;2;0;0;3;10;0;1996;0;47.5785;-122.054
1823059106;2015-04-28;1513312.5;3;2;2110;15400;1;0;0;3;7;730;1963;0;47.4861;-122.226
5437810360;2014-11-07;1178625.0;3;2;1300;7735;1;0;0;4;7;0;1980;0;47.1983;-122.0
5163700085;2014-08-26;1365000.0;3;1;1790;11884;1;0;0;3;7;0;1951;0;47.3887;-122.22
1777600450;2015-05-05;3832500.0;5;3;2500;11779;1;0;0;4;8;950;1971;0;47.5696;-122.127
4024100090;2014-10-08;1312500.0;3;2;1360;16000;1;0;0;3;7;0;1978;0;47.7583;-122.306
7228501910;2015-01-22;2662800.0;3;4;1630;1329;2;0;0;3;9;270;2000;0;47.6159;-122.306
7183000120;2014-08-12;1995000.0;4;3;2500;11070;1;0;2;4;8;1200;1964;0;47.336;-122.334
7527000090;2014-08-14;2835000.0;4;2;2260;19500;1;0;2;3;8;810;1971;0;47.6555;-122.086
2525310040;2015-01-29;1081500.0;3;1;1060;10350;1;0;0;4;7;0;1980;0;47.365;-122.028
3268000040;2014-06-28;1784475.0;3;1;1200;9087;1;0;0;5;7;0;1969;0;47.5234;-122.177
1022059123;2014-12-26;1312500.0;6;3;2590;10890;1;0;0;4;7;1250;1970;0;47.4126;-122.165
3013300968;2014-08-01;2186625.0;3;1;1100;4184;1;0;0;4;7;0;1965;0;47.5309;-122.382
3574801490;2014-06-09;2021250.0;3;2;1230;7500;1;0;0;3;7;0;1987;0;47.7316;-122.224
2987400025;2014-10-09;1328250.0;3;1;1030;6250;1;0;0;3;7;0;1960;1997;47.4988;-122.168
6169901085;2014-08-07;7586250.0;4;3;3200;3600;3;0;3;4;9;600;1997;0;47.632;-122.369
2520069100;2014-10-16;1443750.0;4;2;1960;30480;1;0;2;4;7;900;1972;0;47.1924;-121.988
7625703945;2014-07-01;1811250.0;2;1;1080;7775;1;0;0;3;6;0;1955;0;47.5447;-122.394
9238480120;2015-04-21;3018750.0;4;3;2730;35075;1;0;0;3;8;1200;1979;0;47.7726;-122.139
626049058;2015-05-04;1443750.0;5;3;2570;17234;1;0;0;3;7;1270;1959;0;47.7753;-122.355
125059138;2014-07-22;2677500.0;6;5;3300;7561;2;0;0;3;8;0;1980;0;47.6795;-122.104
2523089110;2014-09-09;4357500.0;3;4;3820;145054;2;0;3;3;9;950;1999;0;47.4419;-121.736
1952200410;2014-11-19;5040000.0;3;3;2010;6857;1;0;0;4;9;560;1955;0;47.6402;-122.314
7137900410;2015-04-29;997500.0;3;1;950;7610;1;0;0;3;7;0;1983;0;47.3188;-122.174
7105600085;2014-10-09;2625000.0;3;3;1730;13040;1;0;0;4;8;440;1988;0;47.6809;-122.119
1461200040;2014-07-14;2777250.0;3;3;3070;22098;2;0;0;3;9;0;1995;0;47.4724;-122.147
6675500035;2014-06-13;2283750.0;3;2;1500;8173;1;0;0;3;7;0;1997;0;47.7293;-122.227
4322500110;2015-03-03;3517500.0;3;2;2160;5760;1;0;0;4;8;900;1954;0;47.5346;-122.391
8085400355;2014-12-04;6667500.0;5;3;3950;9520;1;0;0;3;9;1700;1953;2002;47.6363;-122.207
854000165;2015-01-07;1496250.0;3;2;1400;7582;1;0;0;3;7;0;1956;0;47.4536;-122.33
4031700210;2014-11-17;1155000.0;3;2;1600;10548;1;0;0;4;7;0;1962;0;47.2925;-122.284
4232401265;2014-10-20;5841937.5;5;4;3090;3600;2;0;0;3;9;1030;2000;0;47.6217;-122.309
3904902430;2015-04-03;3255000.0;3;3;2440;10363;2;0;0;3;9;0;1988;0;47.5634;-122.016
1025069106;2015-02-23;4016250.0;3;3;3270;38088;2;0;0;3;10;0;1992;0;47.6692;-122.028
3083000355;2014-12-04;2021250.0;5;2;2020;4000;2;0;0;3;7;0;1950;0;47.5799;-122.305
1741700040;2015-01-13;3806250.0;3;1;1000;19969;1;0;0;3;7;0;1951;0;47.6745;-122.197
1828001130;2014-06-17;2861250.0;4;3;2030;11585;1;0;0;4;7;440;1967;0;47.6561;-122.13
3211580210;2015-04-11;1574475.0;3;2;1730;9893;1;0;0;4;9;0;1988;0;47.3747;-122.164
1036000610;2015-05-07;3357375.0;3;2;2010;8072;1;0;0;4;8;0;1974;0;47.6327;-122.097
3378100100;2015-03-17;1811250.0;4;2;1540;7168;1;0;0;3;7;380;1964;0;47.455;-122.198
9286000150;2015-03-30;5906250.0;6;4;5330;18116;2;0;0;3;11;1380;2000;0;47.5503;-122.137
9202500150;2014-11-04;1863750.0;4;2;2160;7417;1;0;0;4;7;800;1983;0;47.5122;-122.181
1786810040;2014-09-09;3664500.0;3;3;2640;11957;2;0;0;3;9;380;1978;0;47.6491;-122.12
8078410210;2014-06-16;2971500.0;4;3;2170;7737;2;0;0;3;8;0;1987;0;47.637;-122.029
3905100210;2014-07-23;2362237.5;3;3;1530;3840;2;0;0;3;8;0;1994;0;47.5691;-122.007
5592900015;2015-01-16;2124150.0;3;1;1570;7727;1;0;2;4;8;300;1958;0;47.4821;-122.192
7522700110;2014-06-24;1354500.0;3;1;1490;7435;1;0;0;3;7;370;1969;0;47.368;-122.314
5253300243;2015-04-29;2178750.0;4;2;1960;10559;2;0;0;4;7;0;1955;0;47.7494;-122.337
6669020490;2014-08-12;1680000.0;4;3;2190;9020;2;0;0;3;8;0;1978;0;47.3742;-122.284
3579700100;2014-05-27;2042250.0;5;2;2330;10750;1;0;0;4;7;1140;1962;0;47.7325;-122.245
8643200035;2014-08-21;1574475.0;3;2;1470;27000;1;0;0;3;7;0;1958;0;47.3943;-122.311
1774230090;2014-06-13;3659250.0;4;3;3650;48351;2;0;0;4;8;0;1978;0;47.7632;-122.089
3521069146;2015-03-30;2546250.0;3;3;3340;70131;2;0;0;3;9;920;1994;0;47.2666;-122.015
424500100;2014-10-08;996975.0;2;1;800;5600;1;0;0;5;6;0;1955;0;47.4959;-122.172
3761700053;2015-01-05;11287500.0;3;3;3470;9610;3;1;4;3;11;0;1989;2000;47.7205;-122.26
6381500065;2014-07-29;1976625.0;3;2;1630;7800;1;0;0;5;7;0;1950;0;47.7326;-122.307
9294300515;2014-10-24;4068750.0;3;2;2010;7017;2;0;3;3;7;0;1951;1988;47.6828;-122.267
2526039156;2014-12-10;3990000.0;4;3;2040;8315;1;0;0;4;8;560;1958;0;47.7077;-122.371
5522600205;2014-09-17;2625000.0;3;2;2040;6750;1;0;0;3;7;760;1950;0;47.7013;-122.369
8079100210;2015-03-04;3255000.0;4;3;2130;9139;2;0;0;3;9;0;1988;0;47.5648;-122.01
644200040;2014-05-15;5250000.0;5;5;3920;16258;2;0;0;3;9;1020;1990;0;47.5871;-122.192
9808640090;2015-03-19;4278750.0;3;3;2415;2186;2;0;1;3;9;0;1981;0;47.6506;-122.202
3575303970;2014-07-16;1785000.0;3;1;1010;7500;1;0;0;4;7;0;1975;0;47.6169;-122.062
2475200870;2014-09-17;1312500.0;2;2;1200;5773;2;0;0;3;7;0;1985;0;47.4723;-122.19
3423059081;2014-10-09;795900.0;2;1;1060;16988;1;0;0;3;6;0;1954;0;47.4305;-122.157
2781320100;2015-03-09;1286250.0;3;2;1670;24650;1;0;0;4;7;0;1974;0;47.1764;-122.026
8894000040;2014-06-25;3386250.0;3;3;1850;16960;1;0;2;4;8;0;1953;0;47.7128;-122.365
3333000775;2014-09-03;1311975.0;3;1;1100;5000;1;0;0;3;7;0;1960;0;47.5433;-122.283
9274204230;2014-07-09;2152500.0;3;2;1660;6250;1;0;0;3;7;830;1980;0;47.5859;-122.385
3972900025;2015-03-13;2619750.0;6;2;2400;7500;2;0;0;3;7;1000;1975;0;47.7661;-122.313
1159400220;2014-05-29;4147500.0;5;4;2900;12160;1;0;0;4;8;1010;1967;0;47.6154;-122.168
3876313030;2014-05-20;2404500.0;1;3;2140;10350;1;0;0;3;7;670;1976;0;47.7352;-122.17
4239400730;2014-06-25;798000.0;3;1;1090;3264;1;0;0;4;6;0;1969;0;47.3155;-122.182
1826059042;2014-09-23;2110500.0;3;3;1970;12205;2;0;0;4;8;0;1990;0;47.7397;-122.209
3869900155;2015-03-26;1785000.0;2;2;1250;1178;2;0;0;3;7;270;1996;0;47.5426;-122.387
2600010220;2015-03-26;6562500.0;4;3;4040;11350;2;0;2;4;10;350;1984;0;47.559;-122.162
9290870040;2014-11-17;4068750.0;4;3;3220;38448;2;0;0;3;10;0;1993;0;47.6854;-122.053
3810000455;2014-09-08;1785000.0;4;3;2060;8400;1;0;0;3;7;760;1960;0;47.4984;-122.23
3905080730;2015-02-23;2811375.0;3;3;2050;4976;2;0;0;3;8;0;1994;0;47.5689;-121.995
8651611110;2014-09-05;4291875.0;3;4;3230;7639;2;0;0;3;10;0;1999;0;47.6338;-122.063
3586500665;2015-01-12;2782500.0;3;1;1440;27505;1;0;0;3;8;0;1951;0;47.7553;-122.37
3438503120;2015-03-30;1443750.0;4;1;1770;7345;2;0;0;3;7;0;1966;0;47.5393;-122.351
1922069089;2015-03-24;1627500.0;3;1;1020;55756;1;0;0;3;7;0;1961;0;47.3836;-122.082
4099501215;2014-06-03;3744562.5;3;2;2050;9000;1;0;0;4;7;0;1951;0;47.5885;-122.245
3325069025;2015-05-08;2625000.0;3;1;2000;21780;1;0;0;3;8;520;1978;0;47.6064;-122.039
4058200985;2014-09-11;2478000.0;3;2;2180;7200;1;0;3;4;8;1090;1954;0;47.5044;-122.235
3031200246;2014-07-11;1312500.0;3;1;920;4429;1;0;0;3;7;0;1952;0;47.5369;-122.291
624101110;2014-10-02;3806250.0;4;3;3440;14237;2;0;0;3;9;0;1982;0;47.7241;-122.065
4046700210;2014-06-29;1811250.0;3;2;1610;15005;1;0;0;4;7;0;1986;0;47.6886;-121.911
2806800090;2014-11-04;2047500.0;3;2;2200;8036;1;0;0;3;7;930;1978;0;47.7763;-122.209
312000265;2015-05-04;1968750.0;2;1;790;5120;1;0;0;3;6;0;1950;0;47.557;-122.395
2938200040;2014-12-11;1180987.5;3;2;1630;9282;1;0;0;4;7;0;1963;0;47.2021;-122.002
2925059294;2015-03-27;4515000.0;3;2;1880;8494;1;0;0;4;7;680;1968;0;47.6217;-122.192
7574200210;2014-06-18;2139112.5;4;2;2310;68824;2;0;0;4;7;0;1968;0;47.3354;-122.031
8965460090;2015-04-07;4830000.0;4;3;3130;12381;2;0;0;3;9;0;1995;0;47.5599;-122.118
1796350300;2014-07-10;1023750.0;2;1;860;10400;1;0;0;4;6;0;1983;0;47.3682;-122.096
428000150;2014-07-18;1417237.5;3;1;990;9950;1;0;0;5;7;0;1961;0;47.5104;-122.171
7893205080;2014-10-07;1417500.0;3;2;1230;7500;1;0;0;3;7;0;1962;0;47.4202;-122.331
4397010300;2014-11-13;2310000.0;4;3;3080;10646;2;0;0;3;9;0;1993;0;47.3828;-122.148
1150000740;2014-10-03;3354750.0;4;3;1990;8034;2;0;0;4;10;0;1989;0;47.561;-122.018
8081010040;2014-09-11;6037500.0;3;3;3160;24437;1;0;3;3;11;1000;1991;0;47.5531;-122.131
3023049186;2015-04-16;3018750.0;3;2;2500;30056;1;0;0;5;8;660;1954;0;47.4468;-122.337
9367200205;2015-03-24;3465000.0;2;1;1670;8195;1;0;0;3;7;0;1954;1975;47.6627;-122.192
8820901415;2014-05-29;2100000.0;4;3;1240;3867;1;0;0;3;7;440;1987;0;47.7157;-122.284
1025079086;2014-08-20;1916250.0;2;1;960;223898;1;0;0;3;6;0;1985;0;47.6668;-121.892
2621660040;2014-06-29;1706250.0;5;3;2130;6222;1;0;0;3;7;830;1991;0;47.5272;-122.276
8731982550;2014-12-10;1286250.0;4;2;2020;8800;1;0;0;4;8;0;1969;0;47.3202;-122.384
4324500180;2014-09-26;955500.0;3;1;1060;7350;1;0;0;4;7;0;1959;0;47.3809;-122.287
251300110;2014-07-31;1181250.0;3;3;2510;12013;2;0;0;3;8;0;1988;0;47.3473;-122.314
251300110;2015-01-14;1879500.0;3;3;2510;12013;2;0;0;3;8;0;1988;0;47.3473;-122.314
8091401030;2015-04-22;1260000.0;3;2;1070;8886;1;0;0;4;7;0;1984;0;47.3516;-122.166
3924500040;2015-04-13;3675000.0;4;4;3580;43093;1;0;0;4;8;0;1990;0;47.5595;-121.901
9432900040;2014-07-29;1706250.0;4;3;2230;8500;2;0;0;3;8;0;1994;0;47.2082;-122.009
2426049125;2014-11-14;2562000.0;4;3;2500;10890;1;0;0;5;7;700;1978;0;47.7318;-122.239
1795900360;2014-06-02;3228750.0;4;3;2150;9070;2;0;0;4;8;0;1985;0;47.7279;-122.107
2426049113;2015-04-14;2409750.0;4;2;2020;9583;2;0;0;4;7;0;1963;0;47.7283;-122.238
8665050450;2014-09-12;2283750.0;3;3;1730;4065;2;0;0;3;8;0;1996;0;47.5668;-122.005
2787320620;2014-10-10;1165500.0;3;2;1370;8280;1;0;0;4;7;0;1980;0;47.4096;-122.172
7575620750;2014-12-22;1396500.0;3;3;1550;6022;2;0;0;3;8;0;1989;0;47.3525;-122.304
122029066;2015-05-08;2572500.0;3;2;2020;215622;2;0;0;4;7;0;1975;0;47.4189;-122.499
8732130580;2015-04-30;1470000.0;3;2;1740;8625;1;0;0;4;7;500;1978;0;47.3054;-122.38
7987400475;2015-04-17;3911250.0;5;3;2400;10126;2;0;3;3;8;0;1981;0;47.5726;-122.373
6383000820;2014-08-07;3600975.0;3;3;2290;9142;1;0;0;3;8;0;1972;0;47.691;-122.387
1311400120;2014-08-01;840000.0;3;2;1610;7392;1;0;0;4;7;0;1964;0;47.3413;-122.28
1153000040;2015-04-29;3412500.0;4;3;2240;9934;1;0;0;4;8;750;1968;0;47.6147;-122.166
7452500530;2015-02-19;1312500.0;2;1;850;6370;1;0;0;3;6;0;1951;0;47.5198;-122.373
6300000212;2015-02-18;1391250.0;2;2;920;1458;2;0;0;3;7;0;1995;0;47.7081;-122.342
3332000530;2014-11-05;3144750.0;5;4;2590;6180;1;0;0;3;7;1260;1960;0;47.551;-122.272
1601600195;2015-03-19;1569750.0;3;1;1510;6200;1;0;0;3;6;500;1955;0;47.5293;-122.274
3586500620;2014-08-14;3596250.0;4;3;2650;25248;1;0;2;3;9;320;1954;0;47.7537;-122.373
3830210220;2014-09-08;1102500.0;3;1;1200;7200;1;0;0;3;6;0;1977;0;47.3746;-122.183
3343300180;2015-03-30;2462250.0;3;2;1300;22605;1;0;0;3;7;0;1998;0;47.5337;-122.187
3125079013;2015-04-30;5591250.0;3;3;3970;263538;2;0;0;3;9;0;1991;0;47.6067;-121.952
6453900040;2014-07-14;3018750.0;5;3;2990;7500;1;0;2;3;9;1190;1972;0;47.7707;-122.369
419000015;2014-09-17;1574737.5;4;1;1170;5400;1;0;0;5;6;0;1953;0;47.492;-122.172
303000220;2015-04-21;1968750.0;4;2;2270;18450;1;0;0;3;7;0;1961;0;47.3264;-122.262
6450302175;2014-11-18;1797862.5;3;2;1280;5525;1;0;0;3;7;0;1962;0;47.7339;-122.336
7972600450;2014-12-22;1722000.0;4;3;1930;3840;1;0;0;3;7;760;1997;0;47.5303;-122.346
1328300180;2014-05-09;1695750.0;4;3;1970;7213;1;0;0;3;8;800;1977;0;47.4424;-122.126
7866000158;2014-10-22;1680000.0;4;3;1820;3120;1;0;0;3;7;820;1997;0;47.5468;-122.274
8084900195;2014-11-21;8641500.0;6;4;4010;16200;1;0;0;3;8;1920;1955;1990;47.6322;-122.216
4139420590;2014-05-20;6365625.0;4;4;4560;16643;1;0;3;3;12;2330;1995;0;47.5521;-122.115
4139420590;2014-08-27;6300000.0;4;4;4560;16643;1;0;3;3;12;2330;1995;0;47.5521;-122.115
9527000330;2014-08-11;2667000.0;6;3;2890;7500;1;0;0;4;8;1060;1976;0;47.7099;-122.23
748000145;2014-12-11;1758750.0;2;1;1070;6678;1;0;0;4;7;0;1951;0;47.7315;-122.357
524069101;2014-07-23;4462500.0;4;2;3380;90968;1;0;0;4;9;1690;1979;0;47.5936;-122.077
23500180;2014-05-05;2992500.0;3;3;2010;6000;1;0;0;3;8;680;1975;0;47.6912;-122.115
1771110720;2014-05-21;1732500.0;3;1;1250;9126;1;0;0;3;7;0;1969;0;47.7554;-122.076
224069010;2014-07-25;3430612.5;3;3;2070;49658;1;0;0;4;8;530;1980;0;47.5936;-122.013
3211100450;2014-08-14;1139250.0;3;1;1400;7800;1;0;0;3;7;0;1962;0;47.4789;-122.159
1245003255;2015-02-23;3228750.0;3;1;1120;12500;1;0;0;4;7;0;1977;0;47.6842;-122.2
8089500180;2014-07-30;6037500.0;4;4;4540;19767;2;0;0;3;11;340;1998;0;47.5445;-122.137
6802200110;2014-10-29;1213800.0;3;2;1400;8821;1;0;0;3;7;0;1991;0;47.1949;-121.989
8093600065;2014-12-31;1076250.0;4;1;1030;6621;1;0;0;4;6;0;1955;0;47.4857;-122.221
4137030040;2014-06-12;1574973.75;3;3;1970;7500;2;0;0;3;8;0;1988;0;47.2658;-122.218
5469501530;2014-06-03;3018750.0;3;3;3800;33825;1;0;0;4;10;470;1976;0;47.3797;-122.152
7784000180;2015-05-05;3281250.0;3;2;2168;12616;2;0;1;4;7;0;1950;0;47.4933;-122.367
7135520610;2014-05-29;4987500.0;4;4;4140;13392;2;0;0;3;11;0;2000;0;47.5261;-122.144
8856500120;2015-02-10;1463700.0;4;3;2440;7797;1;0;0;3;8;880;1965;0;47.3895;-122.222
9268200348;2014-10-28;2304750.0;5;2;2610;5009;1;0;0;3;7;900;1988;0;47.6969;-122.366
9195700040;2014-09-26;2231250.0;3;2;1500;8086;1;0;0;3;7;440;1981;0;47.5584;-122.081
8798000100;2014-08-25;1325625.0;4;3;2600;11280;2;0;0;3;7;1030;1961;0;47.336;-122.304
304000530;2014-05-12;971250.0;3;2;1370;8470;1;0;0;4;7;0;1961;0;47.2874;-122.192
3575304895;2014-09-23;2134387.5;5;3;2400;15781;1;0;0;4;7;1200;1974;0;47.622;-122.059
9406500540;2014-06-30;1275750.0;2;2;1068;1758;2;0;0;3;7;0;1990;0;47.7527;-122.244
6071800410;2014-12-01;2625000.0;3;2;2220;8994;1;0;0;4;8;1110;1962;0;47.5473;-122.172
5470100220;2014-09-09;1165500.0;3;2;1310;9273;1;0;0;4;7;0;1968;0;47.3683;-122.147
6623400246;2014-05-23;1050000.0;4;1;1350;11507;1;0;0;3;7;0;1966;0;47.4269;-122.197
1422700040;2015-05-14;960750.0;3;1;1170;7320;1;0;0;3;7;0;1962;0;47.4685;-122.282
6145602240;2014-08-19;1937250.0;3;2;1300;3844;1;0;0;3;7;0;1985;0;47.7024;-122.355
5101405465;2015-02-03;2430750.0;3;2;1590;5009;2;0;0;4;6;0;1985;0;47.7012;-122.322
3756500180;2014-12-08;2493750.0;3;1;1470;9750;1;0;0;3;7;0;1963;0;47.7155;-122.194
3750605620;2015-03-24;1181250.0;3;2;1580;14400;1;0;0;4;7;0;1981;0;47.2598;-122.281
2473350790;2015-05-11;1947750.0;3;2;1970;9512;1;0;0;3;8;0;1968;0;47.4545;-122.146
9407100730;2015-01-29;1727250.0;3;2;1230;10725;1;0;0;3;7;0;1980;0;47.4431;-121.772
7618700112;2015-02-10;3328500.0;3;2;2570;13000;2;0;0;4;7;0;1962;0;47.7705;-122.371
1051000040;2015-04-24;9576525.0;3;3;3330;20053;2;0;0;3;9;0;1968;1998;47.6395;-122.214
5003600120;2015-04-15;1680000.0;4;3;2110;6295;2;0;0;3;8;0;2000;0;47.3641;-122.193
3820350120;2014-08-22;1627500.0;3;3;1590;3359;2;0;0;3;7;0;2000;0;47.7349;-121.986
2757000040;2014-06-05;4173750.0;4;3;2070;13084;1;0;0;4;8;370;1967;0;47.5606;-122.222
537000325;2014-11-04;2493750.0;3;3;2420;36862;1;0;0;4;8;890;1957;0;47.3264;-122.308
345700040;2014-07-29;1653750.0;2;1;1010;7338;2;0;0;4;7;0;1981;0;47.5123;-122.19
3904960910;2014-09-17;3333750.0;4;3;3050;7238;2;0;0;3;8;0;1989;0;47.5772;-122.013
1771000690;2014-05-28;1601250.0;3;1;1160;11776;1;0;0;3;7;0;1968;0;47.7427;-122.074
984210850;2015-02-17;1469737.5;3;2;1660;8303;1;0;0;3;7;280;1974;0;47.4366;-122.171
924059233;2014-12-08;3459750.0;4;2;2350;9329;2;0;0;3;8;0;1977;0;47.583;-122.17
5029451080;2014-08-21;1065750.0;2;1;1440;6650;1;0;0;3;7;470;1980;0;47.2896;-122.369
5419800220;2014-06-10;1312500.0;3;2;1590;7560;1;0;0;3;7;460;1984;0;47.4016;-122.18
1839500065;2014-08-05;1464750.0;3;1;1400;9450;1;0;0;4;7;340;1955;0;47.5051;-122.194
2525059172;2014-11-25;3486000.0;6;3;3190;12196;2;0;0;4;8;0;1979;0;47.6309;-122.103
7159200040;2014-09-17;15225000.0;4;4;4580;4838;2;0;3;4;11;1500;1991;0;47.6305;-122.354
3812400107;2015-03-30;1987125.0;4;2;1830;6000;1;0;0;5;7;760;1953;0;47.5453;-122.279
2726079061;2014-05-07;2808750.0;3;2;2720;149410;2;0;0;3;9;0;1988;0;47.7092;-121.892
824069113;2014-09-24;2861250.0;3;3;2290;14585;2;0;0;3;8;0;1981;0;47.5874;-122.074
8856920110;2015-05-04;1890000.0;3;3;2150;14092;2;0;0;3;8;0;1991;0;47.4621;-122.129
8146100410;2014-08-05;3990000.0;3;2;1170;7645;1;0;0;4;7;0;1955;0;47.6077;-122.194
1088800850;2014-05-02;3215625.0;4;3;2730;12261;2;0;0;3;9;0;1991;0;47.7419;-122.205
1061400360;2014-07-01;1470000.0;3;1;1090;10710;1;0;0;4;7;0;1962;0;47.5;-122.169
9545250110;2015-04-14;3937500.0;3;3;2560;9182;2;0;0;3;9;0;1993;0;47.5361;-122.051
425400115;2014-07-15;1244250.0;3;1;1160;6132;1;0;0;4;7;0;1958;0;47.5015;-122.173
1545803520;2015-01-26;1317750.0;3;2;1650;7930;1;0;0;4;7;0;1989;0;47.3617;-122.05
4022905172;2014-09-26;3071250.0;4;2;2270;27122;1;0;0;5;8;970;1957;0;47.7637;-122.281
9269750690;2015-01-05;1574737.5;4;3;1810;7601;1;0;0;3;7;730;1986;0;47.2857;-122.358
1402620120;2015-05-12;2310000.0;4;3;2410;7517;2;0;0;3;8;0;1983;0;47.4388;-122.142
9282800065;2015-03-29;1065750.0;3;2;1190;6000;1;0;0;3;7;0;1952;2015;47.5026;-122.236
1921059310;2015-03-20;1013250.0;2;2;1280;6774;1;0;0;3;7;0;1991;0;47.2925;-122.219
109000040;2015-03-16;1601250.0;3;2;1460;7862;1;0;0;3;7;0;1965;0;47.7755;-122.299
5101405331;2014-05-02;2598750.0;4;2;1600;6380;1;0;0;3;8;470;1959;0;47.701;-122.306
2044500142;2014-09-02;2205000.0;3;2;1770;6000;1;0;0;3;7;640;1952;0;47.7135;-122.315
1837010040;2014-09-05;2989875.0;4;3;2800;8190;1;0;0;3;8;1100;1971;0;47.7695;-122.368
3905000540;2014-05-15;3255000.0;4;3;2680;9185;2;0;0;3;9;0;1989;0;47.5738;-121.992
6071200375;2014-12-11;2446500.0;3;2;1680;9460;1;0;0;4;7;0;1959;0;47.5525;-122.182
3756500610;2015-03-24;1866375.0;3;1;1120;10032;1;0;0;3;7;0;1962;0;47.7182;-122.194
3885805035;2015-05-08;3609375.0;2;1;1040;7200;1;0;0;4;6;0;1955;0;47.6823;-122.203
7525100530;2015-04-11;2268525.0;3;3;1790;2240;2;0;0;4;8;0;1975;0;47.6343;-122.106
1324059048;2014-07-21;2625000.0;3;3;2410;34848;2;0;0;3;8;0;1976;0;47.5694;-122.12
3904921250;2014-10-10;3622500.0;5;4;3370;7313;2;0;0;4;8;1230;1988;0;47.5632;-122.015
3797310150;2015-02-18;1496250.0;4;3;1800;9229;2;0;0;3;7;0;1994;0;47.1927;-122.015
2205500540;2014-10-08;1916250.0;4;2;1820;12327;1;0;0;4;7;440;1955;0;47.5767;-122.144
4310700665;2015-03-05;2362500.0;4;3;2200;4466;2;0;0;3;7;0;1968;0;47.7005;-122.339
7504001080;2015-03-04;3097500.0;4;3;2940;12600;1;0;0;4;8;1090;1974;0;47.6294;-122.062
